Date,Store,Category,Amount,ExcludeWE,Description
2019-12-02,Coles,Daily Expenses,-5.89,NO,Food and milk
2019-12-02,ALDI,Daily Expenses,-8.52,NO,Food
2019-12-02,MyKi,Transport,-20.0,YES,Myki money
2019-12-02,Coles,Daily Expenses,-12.75,NO,Gatorade and katyas girl bottle
2019-12-02,Dan Murphy's,Alcohol,-12.0,YES,Wine
2019-12-03,MyKi,Transport,-50.0,YES,Myki money
2019-12-04,Guzman y Gomez,Daily Expenses,-12.5,NO,Salad
2019-12-05,,Salary,10193.86,,Before Colombia
2019-12-06,Guzman y Gomez,Daily Expenses,-11.9,NO,Salad
2019-12-06,Others,Pleasure,-35.0,NO,Beers with MS and fairwell lace
2019-12-06,Woolworths,Daily Expenses,-12.0,NO,"Pop corn, toasts, yogurt"
2019-12-06,Others,Daily Expenses,-4.8,NO,Cofffee
2019-12-06,ALDI,Daily Expenses,-6.51,NO,Food
2019-12-07,Others,Pleasure,-15.0,YES,carrousel and sord geelong
2019-12-07,Bunnings,Home,-12.73,YES,Christmas
2019-12-07,Others,Pleasure,-8.4,YES,Ice creamm
2019-12-07,Others,Daily Expenses,-7.21,NO,Week food
2019-12-07,Others,Pleasure,-48.3,YES,Lunch outside
2019-12-07,Coles,Daily Expenses,-2.39,NO,Milk
2019-12-07,Woolworths,Daily Expenses,-23.27,NO,Week food
2019-12-07,ALDI,Daily Expenses,-37.88,NO,Week food
2019-12-07,Others,Daily Expenses,-10.1,NO,Coffees
2019-12-07,Coles,Daily Expenses,-76.73,NO,Week food
2019-12-07,Gasoline,Transport,-64.16,YES,Gasoline
2019-12-07,Target,House,-22.0,YES,House stuff
2019-12-07,Others,Gift,-30.0,YES,Donation russia
2019-12-09,Others,Daily Expenses,-4.8,NO,Coffee
2019-12-09,Others,Pleasure,-15.0,YES,Wikipedia donation
2019-12-09,KoolKidz,Education,-231.0,YES,childcare
2019-12-09,MyKi,Transport,-20.0,YES,Myki mama
2019-12-10,Others,Daily Expenses,-10.0,NO,lunch
2019-12-10,Coles,Daily Expenses,-10.05,NO,Mauro birthday
2019-12-12,Chemist,Health,-9.0,YES,Iron pills
2019-12-12,MyKi,Transport,-20.0,YES,Myki mama
2019-12-12,Woolworths,Daily Expenses,-11.0,NO,foood
2019-12-12,Others,Daily Expenses,-4.8,NO,coffee
2019-12-12,Others,Daily Expenses,-4.8,NO,Coffee
2019-12-12,Others,Daily Expenses,-12.5,NO,Lunch with sowmia
2019-12-12,Others,Pleasure,-87.5,YES,Mery's dinner
2019-12-13,Woolworths,Daily Expenses,-9.3,NO,chips and gatorade
2019-12-13,Dan Murphy's,Alcohol,-10.0,NO,beers
2019-12-13,The Good Guy,Home,-14.14,YES,Mouse and interest :@
2019-12-13,Kmart,Clothing,-3.0,YES,baby swiming suit 
2019-12-13,Myer,Pleasure,-1.0,NO,something
2019-12-13,Guzman y Gomez,Daily Expenses,-12.5,NO,lunch
2019-12-13,uber,Transport,-11.3,YES,mery dinner
2019-12-13,Others,Health,-20.0,YES,yoga
2019-12-13,Coles,Daily Expenses,-14.5,NO,food
2019-12-14,Others,Pleasure,-5.1,NO,Coffee
2019-12-14,Others,Daily Expenses,-8.4,NO,Ice cream
2019-12-14,GU Health,Health,-313.95,YES,Insurance
2019-12-14,CBA,House,-1088.0,YES,Loan Repayment
2019-12-14,Others,Daily Expenses,-8.63,NO,Week food
2019-12-14,Others,Alcohol,-82.5,YES,"Vodka, food and beer for mery stuff"
2019-12-14,H&M,Clothing,-35.0,YES,Pants and things for tata
2019-12-14,Woolworths,Daily Expenses,-20.75,NO,food
2019-12-14,Apple,Gift,-79.0,YES,battery
2019-12-14,uber,Transport,-20.33,YES,Mery stuff
2019-12-14,,Salary,8417.48,,"Salary mama, bonus and missing money from previous month"
2019-12-14,ALDI,Daily Expenses,-64.64,NO,week food
2019-12-14,Others,Gift,-20.97,YES,Christmas gifts
2019-12-14,Others,Pleasure,-25.3,YES,Zoo food
2019-12-16,Guzman y Gomez,Daily Expenses,-11.9,NO,Lunch
2019-12-16,Others,Health,-20.0,YES,Barber
2019-12-18,Others,Daily Expenses,-3.0,NO,water
2019-12-18,MyKi,Transport,-20.0,YES,Myki
2019-12-18,KoolKidz,Education,-231.0,YES,childcare
2019-12-18,Others,Pleasure,-10.0,YES,pancake parlour
2019-12-18,Others,Daily Expenses,-4.2,NO,Coffee
2019-12-18,Secure Parking,Transport,-7.3,YES,Novena
2019-12-18,ALDI,Daily Expenses,-1.99,NO,food
2019-12-18,Gasoline,Transport,-76.98,YES,Gasoline
2019-12-18,Dan Murphy's,Alcohol,-13.0,YES,liquorland beer
2019-12-18,Coles,Daily Expenses,-6.89,NO,Food
2019-12-18,Others,Gift,-543.0,YES,Christmas gift
2019-12-18,Others,Gift,-304.0,YES,Mauricio ...
2019-12-18,Others,Daily Expenses,-8.6,NO,Sushi
2019-12-18,Others,Daily Expenses,-4.8,NO,Coffee
2019-12-18,Others,Daily Expenses,-9.0,NO,Coffee prit
2019-12-18,Others,Health,-190.0,YES,Yoga
2019-12-18,CBA,Loan,-1097.0,YES,home loan
2019-12-18,Amazon,Gift,-50.0,YES,Gift from mama
2019-12-18,Bunnings,Home,-511.91,YES,Lawn cut machine
2019-12-18,Amazon,Gift,-27.0,YES,Gift papa
2019-12-18,Optus,Utilities,-25.0,YES,Mobile mama
2019-12-18,Music School Caroline Springs,Education,-287.1,YES,Some music
2019-12-22,Others,Gift,-66.49,YES,baskets
2019-12-22,Coles,Daily Expenses,-5.0,NO,Food
2019-12-22,ALDI,Daily Expenses,-10.02,NO,bbq
2019-12-22,Dan Murphy's,Alcohol,-20.0,YES,beers and coke
2019-12-22,Coles,Daily Expenses,-18.12,NO,Tatiana's gatorade
2019-12-22,Others,Gift,-66.7,YES,Flowers mama's birthday
2019-12-22,Others,Daily Expenses,-6.4,NO,Ice cream
2019-12-22,Others,Pleasure,-52.0,NO,Lunch
2019-12-22,Others,Pleasure,-79.2,YES,"Entrance, gift, food and parking"
2019-12-22,Others,Daily Expenses,-15.9,NO,Pizza
2019-12-22,Woolworths,Daily Expenses,-23.4,NO,Deodorants and food
2019-12-22,Officeworks,Home,-28.49,YES,plug
2020-01-28,,Sysnematic,4107.0,,Mccolls
2020-01-28,,Others,9095.96,,baseline after russian vacations
2020-01-29,eBay,Home,-38.0,YES,Surge protector
2020-01-29,Others,House,-354.2,YES,Fence
2020-01-29,Coles,Daily Expenses,-10.42,NO,Food
2020-01-29,Officeworks,Home,-5.0,YES,print
2020-01-29,ChildsPlay,Education,-264.0,YES,New child care without rebate
2020-01-30,McDonalds,Daily Expenses,-12.4,NO,Fries + coke x 2
2020-01-31,MyKi,Transport,-20.0,YES,Mama myki
2020-01-31,Pizza Hut,Daily Expenses,-7.0,NO,Friday's  pizza
2020-01-31,McDonalds,Daily Expenses,-6.1,NO,coke + fries
2020-01-31,Guzman y Gomez,Daily Expenses,-11.9,NO,Burro
2020-01-31,Woolworths,Daily Expenses,-26.2,NO,Food
2020-02-01,Music School Caroline Springs,Education,-118.8,YES,Music school tata
2020-02-01,Others,Home,-249.0,YES,Piano Chair
2020-02-01,Others,Daily Expenses,-16.0,NO,Chicken's bro
2020-02-01,Woolworths,Daily Expenses,-7.25,NO,food
2020-02-01,Mate,Utilities,-89.0,YES,Internet
2020-02-01,Others,Home,-207.0,YES,Focus and forniture chairs for kitchen 
2020-02-02,ALDI,Daily Expenses,-55.28,NO,Weekly food
2020-02-02,Others,Daily Expenses,-3.5,NO,Ice cream
2020-02-02,Bunnings,Home,-151.0,YES,"Water pressure, broom and $10 cash out"
2020-02-02,Coles,Daily Expenses,-47.94,NO,Week food
2020-02-02,Others,Home,-1651.2,YES,Berkowitz Furniture - Dinning table (2 -3 weeks) ---- sysnematic paid 20%
2020-02-02,Others,Home,-1751.2,YES,Nick Scali - sofa (9-11 weeks) ---- sysnematic paid 20%
2020-02-03,,Sysnematic,5000.0,,McColls ana
2020-02-03,Others,Daily Expenses,-4.3,NO,Coffee
2020-02-03,Gasoline,Transport,-59.16,YES,Gasoline
2020-02-03,Others,Health,-20.0,YES,Beard
2020-02-04,Coles,Daily Expenses,-16.29,NO,"dummies, yogurt, melon and watermelon"
2020-02-04,Bunnings,Home,-48.5,YES,"Bucket, bulb and hangers"
2020-02-04,McDonalds,Daily Expenses,-6.2,NO,coke+fries
2020-02-06,ChildsPlay,Education,-11.48,YES,more
2020-02-06,Kmart,Home,-5.0,YES,niddle for ball
2020-02-06,McDonalds,Daily Expenses,-6.2,NO,Freaking mccas
2020-02-06,eBay,Home,-4.0,YES,Trolley thingy
2020-02-06,ALDI,Daily Expenses,-20.2,NO,Food
2020-02-06,KoolKidz,Education,-115.5,YES,Childcare 
2020-02-06,Coles,Daily Expenses,-5.5,NO,food
2020-02-06,Others,Daily Expenses,-25.8,NO,Lunch with adrian 
2020-02-06,ChildsPlay,Education,-234.0,YES,New childcare
2020-02-06,Others,Daily Expenses,-4.4,NO,Coffee
2020-02-06,,Salary,5274.3,,Salary after russia
2020-02-07,Woolworths,Daily Expenses,-15.7,NO,"Cheese, chorizos, bread and yogurt"
2020-02-07,Others,Health,-20.0,YES,New age dentist
2020-02-07,Chemist,Health,-23.48,YES,Chemist stuff for the teeth
2020-02-08,ALDI,Daily Expenses,-60.24,NO,Week food
2020-02-08,Others,Daily Expenses,-9.9,NO,food week
2020-02-08,Woolworths,Daily Expenses,-43.81,NO,Food
2020-02-08,Bunnings,Home,-19.0,YES,Second half of the bulb
2020-02-08,Others,Daily Expenses,-3.5,NO,Donut and coke
2020-02-09,Bunnings,Home,-12.69,YES,Fix wall
2020-02-09,Others,Daily Expenses,-8.4,NO,Ice cream
2020-02-09,Others,Health,-130.0,YES,Pool with access
2020-02-09,Coles,Daily Expenses,-10.0,NO,Gatorades
2020-02-09,F45,Health,-15.0,YES,15 for 15 days
2020-02-11,McDonalds,Daily Expenses,-6.2,NO,Mccas
2020-02-11,Gasoline,Transport,-56.64,YES,Gasoline
2020-02-11,KoolKidz,Education,-115.5,YES,childcare
2020-02-11,Others,Education,-80.0,YES,Books
2020-02-13,ChildsPlay,Education,-122.74,YES,Child Care
2020-02-13,Others,Daily Expenses,-18.8,NO,Cokes and coffees
2020-02-13,Woolworths,Daily Expenses,-33.24,NO,gatorades
2020-02-13,GU Health,Health,-313.95,YES,Private insurance
2020-02-13,WyndHam City,Council Rates,-462.0,YES,Council Rates 3rd payment
2020-02-16,Others,Daily Expenses,-8.4,NO,Ice cream
2020-02-16,UNIQLO,Clothing,-20.0,YES,shorts
2020-02-16,H&M,Clothing,-90.0,YES,Jacket
2020-02-16,CBA,Loan,-1088.0,YES,Loan feb
2020-02-16,UNIQLO,Clothing,-19.9,YES,mama clothes
2020-02-16,Officeworks,Home,-5.0,YES,Printing
2020-02-16,Others,Clothing,-50.0,YES,Fix a jacket ........
2020-02-16,Woolworths,Daily Expenses,-4.8,NO,missing yogurt
2020-02-16,Bunnings,Daily Expenses,-26.85,YES,House cleaning stuff
2020-02-16,Others,Health,-20.0,YES,Barber
2020-02-16,Others,Daily Expenses,-5.1,NO,coffee
2020-02-16,Optus,Utilities,-35.0,YES,Mobile
2020-02-16,Others,Pleasure,-45.3,YES,Pancake parlor valantines
2020-02-16,McDonalds,Daily Expenses,-5.85,NO,Food after gym 
2020-02-16,Bunnings,Home,-49.0,YES,bulb with sausage
2020-02-16,Coles,Daily Expenses,-12.96,NO,food week
2020-02-16,Others,Daily Expenses,-8.0,NO,market
2020-02-16,ALDI,Daily Expenses,-45.1,NO,Food week
2020-02-16,,Salary,5988.31,,Salary raccoon
2020-02-16,Woolworths,Daily Expenses,-47.3,NO,Week food
2020-02-17,KoolKidz,Education,-115.5,YES,Childcare
2020-02-17,Woolworths,Daily Expenses,-11.1,NO,fOOD
2020-02-17,Chemist,Health,-13.49,YES,nose
2020-02-17,Gasoline,Transport,-84.26,YES,Expensive
2020-02-17,Chemist,Health,-25.98,YES,Vitamins
2020-02-17,McDonalds,Daily Expenses,-10.95,NO,URGENT LUNCH
2020-02-17,ALDI,Daily Expenses,-14.44,YES,Books tata
2020-02-18,Others,Daily Expenses,-17.74,NO,"Food, coke and water"
2020-02-18,MyKi,Transport,-20.0,YES,Myki mama
2020-02-18,Others,Daily Expenses,-4.0,NO,Coffee
2020-02-19,Woolworths,Daily Expenses,-25.89,YES,Food and cash
2020-02-20,Others,Daily Expenses,-33.26,NO,"Lunch, coffee, breakfast, sushi"
2020-02-21,Others,Daily Expenses,-4.8,NO,Coffee
2020-02-21,Others,Health,-9.2,YES,Chiro
2020-02-21,Others,Daily Expenses,-23.0,NO,Pizza
2020-02-21,Woolworths,Daily Expenses,-3.59,NO,Food
2020-02-21,F45,Health,-448.0,YES,Gym fat ass
2020-02-22,Coles,Daily Expenses,-17.59,NO,Weekly expenses
2020-02-22,Chemist,Health,-46.65,YES,Something
2020-02-22,ALDI,Daily Expenses,-66.1,NO,Weekly expenses
2020-02-22,Gasoline,Transport,-68.79,YES,Gasoline
2020-02-22,Others,Daily Expenses,-10.6,NO,Coffee
2020-02-23,Chemist,Health,-154.0,YES,Specsavers lenses
2020-02-23,F45,Health,-271.0,YES,F45 mama
2020-02-23,Coles,Daily Expenses,-6.75,NO,Weekly food
2020-02-23,Others,Gift,-71.98,YES,Defenders day bat :OOO
2020-02-23,Others,Pleasure,-22.0,YES,Pancake parlour
2020-02-23,Netflix,Utilities,-14.0,YES,Netflix
2020-02-24,Woolworths,Daily Expenses,-14.17,NO,Salad
2020-02-24,CBA,Loan,-1097.0,YES,Repayment
2020-02-24,MyKi,Transport,-178.2,YES,Myki pass papa
2020-02-24,KoolKidz,Education,-115.5,YES,Childcare
2020-02-25,Others,Daily Expenses,-20.34,NO,"Lunch, coffee and water for interview"
2020-02-25,Coles,Daily Expenses,-3.59,NO,Milk
2020-02-25,Others,Daily Expenses,-9.0,NO,Coffees
2020-02-25,Others,Health,-20.0,YES,Barber
2020-02-26,MyKi,Transport,-20.0,YES,Myki mama
2020-02-26,Music School Caroline Springs,Pleasure,-18.0,YES,Book
2020-02-26,ChildsPlay,Education,-122.74,YES,New childcare
2020-02-26,Bunnings,Home,-22.28,YES,Liquid glue and batteries
2020-02-26,Others,Daily Expenses,-8.27,NO,food
2020-02-26,,GU Health,538.65,,Lenses + gym papa
2020-02-26,ALDI,Daily Expenses,-1.49,NO,Food
2020-02-26,Chemist,Health,-9.0,YES,Vegetables in vitamins
2020-02-26,Others,Home,-90.0,YES,Re delivery dining table
2020-02-27,Others,Daily Expenses,-4.3,NO,cOFFEE
2020-02-27,ALDI,Daily Expenses,-7.02,NO,Week food
2020-02-27,Chemist,Health,-31.0,YES,Pills
2020-02-27,Others,Gift,-36.5,YES,Gift  ruby
2020-02-27,Others,Daily Expenses,-6.5,NO,Church
2020-02-27,Others,Daily Expenses,-6.4,NO,Ice cream
2020-02-27,ALDI,Daily Expenses,-1.29,NO,Forgot to pay
2020-02-27,ALDI,Daily Expenses,-32.77,NO,Week food
2020-02-27,Gasoline,Transport,-63.89,YES,Gasoline
2020-02-27,Others,Daily Expenses,-2.79,NO,VEGGIES
2020-02-27,Others,Daily Expenses,-4.4,NO,Coffee
2020-02-27,Woolworths,Daily Expenses,-65.18,NO,Daily food
2020-02-27,Others,Pleasure,-42.63,YES,Lunch
2020-02-27,Others,Pleasure,-7.7,YES,Pool
2020-02-27,Bunnings,Home,-15.65,YES,Something for chairs
2020-02-27,Guzman y Gomez,Daily Expenses,-11.9,NO,GYG
2020-02-27,Others,Gift,-235.0,YES,Mauricio 1
2020-02-27,Others,Daily Expenses,-7.5,NO,Coffee
2020-02-27,Others,Daily Expenses,-8.4,NO,coffee
2020-02-27,Woolworths,Daily Expenses,-2.55,NO,Food
2020-03-03,Mate,Utilities,-89.0,YES,internet
2020-03-03,Others,Daily Expenses,-7.5,NO,Coffee
2020-03-03,Others,Daily Expenses,-23.4,NO,Lunch and coffee
2020-03-03,Others,Daily Expenses,-20.0,NO,betties
2020-03-03,ChildsPlay,Education,-122.74,YES,cc
2020-03-03,KoolKidz,Education,-115.5,YES,cc
2020-03-03,MyKi,Transport,-20.0,YES,myki mama
2020-03-03,Others,Health,-7.4,YES,Chiro
2020-03-05,Others,Gift,-145.0,YES,Dondation
2020-03-05,,Salary,10468.11,,Salary
2020-03-06,Others,Daily Expenses,-26.4,NO,Coffees and lunch
2020-03-08,Others,Daily Expenses,-4.8,NO,Coffee
2020-03-08,CBA,Loan,-1088.0,YES,Loan
2020-03-08,Coles,Daily Expenses,-35.05,NO,Weekly food
2020-03-08,Others,Gift,-70.0,YES,Women's day
2020-03-08,ALDI,Daily Expenses,-58.12,NO,Week food
2020-03-08,Others,Health,-9.5,YES,neck mama
2020-03-08,Woolworths,Daily Expenses,-3.1,NO,Food
2020-03-08,Coles,Daily Expenses,-4.59,NO,Foodd
2020-03-08,Gasoline,Transport,-25.54,YES,Gasoline mama
2020-03-08,Others,Pleasure,-7.7,YES,Pool
2020-03-08,Bunnings,Home,-50.99,YES,"Bulb, 10 bucks, cutter"
2020-03-08,Spotlight,Home,-7.7,YES,Fix courtain
2020-03-08,Others,Gift,-2004.0,YES,Mauricio x 2
2020-03-08,Others,Alcohol,-38.0,NO,Drinks bbq
2020-03-08,McDonalds,Daily Expenses,-6.2,NO,Hangover
2020-03-08,Gasoline,Transport,-53.87,YES,Gasoline
2020-03-08,Others,Daily Expenses,-9.6,NO,Coffee
2020-03-08,Others,Gift,-74.0,YES,Women's day 
2020-03-08,Woolworths,Daily Expenses,-41.56,NO,Weekly food
2020-03-12,ALDI,Daily Expenses,-24.35,NO,panic buying
2020-03-12,Others,Daily Expenses,-10.95,NO,Lunch with Oscar
2020-03-12,Others,Education,-150.0,YES,Grammar School
2020-03-12,ChildsPlay,Education,-122.74,YES,Child care
2020-03-12,KoolKidz,Education,-115.5,YES,CC
2020-03-12,Coles,Daily Expenses,-11.18,NO,Food
2020-03-12,McDonalds,Daily Expenses,-6.2,NO,No gym
2020-03-12,Coles,Daily Expenses,-53.04,NO,Freak out buy
2020-03-12,Others,Daily Expenses,-4.3,NO,Coles coffee
2020-03-12,Guzman y Gomez,Daily Expenses,-11.9,NO,lunch
2020-03-12,Others,Daily Expenses,-6.5,NO,fOOD
2020-03-12,Coles,Daily Expenses,-9.5,NO,Freak buy
2020-03-13,,Salary,5988.31,,Salary raccoon
2020-03-13,GU Health,Health,-313.95,YES,Private insurance
2020-03-14,Woolworths,Daily Expenses,-8.41,NO,Food
2020-03-14,Others,Daily Expenses,-10.8,NO,Coffees
2020-03-15,Kmart,House,-17.0,YES,Stuff for home
2020-03-15,Others,Daily Expenses,-3.5,NO,Coke and donut
2020-03-15,7 Eleven,Utilities,-24.0,YES,Gas replacement
2020-03-15,Gasoline,Transport,-47.42,YES,Gasoline
2020-03-15,Others,Daily Expenses,-4.5,NO,Coffee
2020-03-16,ALDI,Daily Expenses,-12.34,NO,nappies
2020-03-16,Coles,Daily Expenses,-57.59,NO,Food
2020-03-16,KoolKidz,Education,-115.5,YES,Childcare
2020-03-17,,Sysnematic,3500.0,,mccolls
2020-03-17,Music School Caroline Springs,Education,-350.9,YES,Trimester music
2020-03-17,McDonalds,Daily Expenses,-6.25,NO,Fries and coke
2020-03-18,ChildsPlay,Education,-122.74,YES,Childcare
2020-03-18,Optus,Utilities,-35.0,YES,Mobile
2020-03-18,Kogan,Alcohol,-36.0,YES,Corona
2020-03-18,ALDI,Daily Expenses,-54.25,NO,Freak show
2020-03-18,ATO,ATO,-595.42,YES,Accountant mistake
2020-03-18,Chemist,Health,-60.0,YES,Vitamins
2020-03-18,Optus,Utilities,-25.0,YES,Mobile mama
2020-03-18,Others,Daily Expenses,-8.0,NO,Veggies
2020-03-18,Coles,Daily Expenses,-8.5,NO,Something
2020-03-19,ALDI,Daily Expenses,-11.42,NO,food
2020-03-19,Others,Daily Expenses,-3.5,NO,Coffee
2020-03-19,Others,Daily Expenses,-5.6,NO,Coffee
2020-03-19,Others,Daily Expenses,-4.06,NO,Vegetables
2020-03-19,Gasoline,Transport,-14.42,YES,Gasoline 119.90
2020-03-22,Click Energy,Utilities,-33.2,YES,Gas
2020-03-22,CBA,Loan,-1097.0,YES,Loan
2020-03-23,Netflix,Utilities,-14.0,YES,Netflix
2020-03-23,KoolKidz,Education,-115.5,YES,Childcare
2020-03-23,CBA,Investment,-1010.0,YES,Qantas 1
2020-03-23,Amazon,House,-34.68,YES,Sanitizers
2020-03-26,ALIEXPRESS,Home,-66.04,YES,sanitizers --- but received 89 from latitude - airpods
2020-03-26,ChildsPlay,Education,-122.74,YES,Childcare
2020-03-26,Coles,Daily Expenses,-2.9,NO,Food
2020-03-26,Others,Daily Expenses,-5.74,NO,Food
2020-03-26,ALDI,Daily Expenses,-169.55,NO,Month food
2020-03-26,Amazon,House,-34.68,YES,sanitizers
2020-03-30,KoolKidz,Education,-115.5,YES,Kool kidz quarantine
2020-03-30,CBA,Investment,-1010.0,YES,Qantas 2
2020-04-02,ALDI,Daily Expenses,-88.38,NO,Daily food
2020-04-02,Others,Daily Expenses,-12.02,NO,Food
2020-04-02,Coles,Daily Expenses,-54.66,NO,Daily food
2020-04-02,Others,Daily Expenses,-500.0,YES,cash out
2020-04-02,Mate,Utilities,-89.0,YES,Internet
2020-04-02,Spotify,Utilities,-104.0,YES,Spotify year madre
2020-04-02,ChildsPlay,Education,-122.74,YES,childcare
2020-04-05,Coles,Daily Expenses,-30.44,NO,Gripa stuff
2020-04-06,Coles,Daily Expenses,-7.6,NO,Coffee first day
2020-04-06,KoolKidz,Education,-115.5,YES,Childcare
2020-04-07,CBA,Loan,-1088.0,YES,Loan
2020-04-07,,Salary,10880.37,,Salary
2020-04-08,Amazon,Home,-55.94,YES,Stupid Anti-bacterial
2020-04-10,CBA,Investment,-1010.0,YES,Qantas 3
2020-04-12,Coles,Daily Expenses,-104.79,NO,Week food
2020-04-14,,Salary,7992.19,,coles
2020-04-14,Others,Home,-40.0,YES,Ring subscription
2020-04-14,,Salary,7053.34,,avanade
2020-04-17,CBA,Investment,-1010.0,YES,Qantas 4
2020-04-17,GU Health,Health,-349.75,YES,Insurance
2020-04-17,ALDI,Daily Expenses,-70.65,NO,Weekly food
2020-04-17,Others,Daily Expenses,-13.54,NO,Vegetables
2020-04-17,Coles,Daily Expenses,-47.63,NO,Weekly expenses
2020-04-17,Dan Murphy's,Alcohol,-12.0,NO,Beer liquorland
2020-04-19,Optus,Utilities,-35.96,YES,Mobile
2020-04-20,CBA,Loan,-1097.0,YES,repayment
2020-04-20,Click Energy,Utilities,-8.37,YES,Electricity
2020-04-20,CBA,Investment,-1010.0,YES,Qantas5
2020-04-20,Optus,Utilities,-25.0,YES,mama
2020-04-21,Dan Murphy's,Alcohol,-73.5,YES,Whiskey and beers
2020-04-21,Quantum,Utilities,-114.26,YES,OC Fees
2020-04-22,Others,Gift,-132.05,YES,Anniversary - flowers
2020-04-23,Apple,House,-3.99,YES,App mac
2020-04-23,Netflix,Utilities,-14.0,YES,Netflix
2020-04-23,Coles,Daily Expenses,-6.49,NO,Coles milk tata
2020-04-25,Coles,Daily Expenses,-97.26,NO,Food week
2020-04-25,Others,Daily Expenses,-4.54,NO,Food week - vegetables
2020-04-25,Amazon,Gift,-22.99,YES,Anniversary
2020-04-25,eBay,Gift,-39.13,YES,Case - birthday
2020-04-25,City West Water,Utilities,-350.83,YES,Water
2020-04-26,Coles,Daily Expenses,-18.5,NO,Week food
2020-04-26,Dan Murphy's,Alcohol,-54.0,YES,Liter rusky standard - sparkle liquor
2020-04-26,The Reject Shop,House,-8.0,NO,Stuff for tata
2020-04-26,Kmart,Home,-49.75,YES,Tata stuff
2020-04-27,Others,Gift,-11.5,YES,Boss new baby
2020-04-27,uber,Pleasure,-57.0,YES,Dinner anniversary
2020-05-01,Coles,Daily Expenses,-98.79,NO,Weekly expenses + first time we use Coles card
2020-05-03,Mate,Utilities,-89.0,YES,Internet
2020-05-03,McDonalds,Daily Expenses,-6.25,NO,Fries and coke
2020-05-05,,Salary,3000.0,,sysnematic
2020-05-05,CBA,Loan,-1009.0,YES,Repayment
2020-05-05,Others,Gift,-64.5,YES,EASYFLOWERS mama's day
2020-05-06,Dan Murphy's,Alcohol,-10.79,NO,Beer liquorland
2020-05-06,Chemist,Health,-3.0,YES,Bands for tata
2020-05-06,Coles,Daily Expenses,-17.68,NO,Food
2020-05-06,CBA,Investment,-1010.0,YES,Qantas6
2020-05-07,RACV,Transport,-632.94,YES,Insurance
2020-05-10,RACV,House,-785.48,YES,House & content insurance
2020-05-10,Others,Daily Expenses,-30.5,NO,Starbucks mama day 1
2020-05-10,Others,Daily Expenses,-11.1,NO,Starbucks mama day 2
2020-05-10,Others,Daily Expenses,-19.99,NO,Week food
2020-05-10,Dan Murphy's,Alcohol,-10.79,NO,beer
2020-05-10,Coles,Daily Expenses,-46.1,NO,Week food
2020-05-10,ALDI,Daily Expenses,-68.63,NO,Week food
2020-05-10,Gasoline,Transport,-31.11,YES,Gasoline
2020-05-10,Guzman y Gomez,Daily Expenses,-27.9,NO,dinner mama day
2020-05-14,Others,House,-90.0,YES,Sofa delivery
2020-05-14,CBA,Investment,-1010.0,YES,Qantas 7
2020-05-14,Amazon,Gift,-999.0,YES,Mamas gift
2020-05-14,Dan Murphy's,Alcohol,-59.37,YES,Whiskey and beers
2020-05-14,,Salary,5988.31,,Salary mama
2020-05-14,GU Health,Health,-283.81,YES,Gu health
2020-05-14,McDonalds,Daily Expenses,-10.85,NO,Food
2020-05-14,WyndHam City,House,-462.0,YES,Rates
2020-05-14,eBay,Home,-15.09,YES,Corner shower thing
2020-05-14,Coles,Daily Expenses,-5.26,NO,"Chips, milk"
2020-05-14,,Salary,9089.91,,Salary papa
2020-05-17,Others,Daily Expenses,-15.0,NO,Pizza
2020-05-17,Others,Gift,-83.1,YES,Flowers
2020-05-17,Others,Daily Expenses,-3.05,NO,Fruits
2020-05-17,Dan Murphy's,Alcohol,-10.79,NO,Beer
2020-05-17,Coles,Daily Expenses,-75.52,NO,Weekly food
2020-05-17,Coles,Daily Expenses,-6.3,NO,Metal bbq thing
2020-05-17,McDonalds,Daily Expenses,-10.64,NO,food
2020-05-17,Dan Murphy's,Alcohol,-21.58,YES,Wine and beeer
2020-05-17,Others,Gift,-20.0,YES,Flowers
2020-05-17,Coles,Daily Expenses,-27.58,NO,Daily expenses
2020-05-17,Others,Gift,-65.0,YES,Cake mama
2020-05-17,Others,Gift,-14.0,YES,Firewood
2020-05-17,Coles,Daily Expenses,-9.55,NO,Food
2020-05-18,Others,Daily Expenses,-30.95,NO,Cheesecake mama
2020-05-18,Others,Pleasure,-39.49,YES,Dinner mama bday
2020-05-18,Others,Daily Expenses,-10.6,NO,Startbucks coffee
2020-05-18,Optus,Utilities,-35.5,YES,mobile papa
2020-05-18,Optus,Utilities,-25.0,YES,mobile mama
2020-05-24,Click Energy,Utilities,-50.0,YES,Electricity
2020-05-24,CBA,Loan,-1009.0,YES,Repayment
2020-05-24,ALDI,Daily Expenses,-75.04,NO,Weekly food
2020-05-24,Click Energy,Utilities,-44.76,YES,Electricty
2020-05-24,Coles,Daily Expenses,-10.26,NO,Coke and cheese
2020-05-24,Coles,Daily Expenses,-33.79,NO,BBq
2020-05-24,Dan Murphy's,Alcohol,-44.08,YES,Beers and whiskey bbq
2020-05-24,Netflix,Utilities,-14.0,YES,Netflix
2020-05-24,Others,Daily Expenses,-10.6,NO,Coffee
2020-05-24,RACV,Transport,-108.3,YES,Side assisstant
2020-05-24,Others,Pleasure,-54.0,NO,colombian food
2020-05-31,eBay,Gift,-4.25,YES,Tata taps for laptop
2020-05-31,Others,Daily Expenses,-20.0,NO,Pizza!!!!
